Actor name,Actor date of birth,Actor gender,Actor height,Actor ethnicity,Actor age at movie release,Actor Score Index,Gender,University,Theater,Sports,Birth City,Date of Birth,Citizenship,Number of Children,Career Start,found_match
David Denman,1973-07-25,M,1.93,,27.0,4.546258601436624,Male,Specialised Music School,Yes,Football,Newport Beach California US,1973-07-25,,2.0,1997.0,False
Sheryl Lee,1967-04-22,F,1.66,,30.0,4.546136222514499,Female,University of Colorado Boulder,Yes,,Augsburg Bavaria West Germany,1967-04-22,,1.0,1986.0,True
Igor Jijikine,1965-10-08,M,1.91,,36.0,4.545574578433776,Male,Did not go,,,Moscow Russian SFSR Soviet Union,1965-10-08,RussiaUnited States,,1999.0,False
Sheri Moon,1970-09-26,F,1.78,,32.0,4.545561776645414,Female,Did not go,Yes,Dance,San Jose California US,1970-09-26,,,1996.0,False
Sven-Ole Thorsen,1944-09-24,M,1.95,Danes,37.0,4.5451706509456855,Male,Did not go,,,Copenhagen Germanoccupied Denmark,1944-09-24,,5.0,1977.0,False
Conrad Goode,1962-01-19,M,1.956,,39.0,4.545018320645506,Male,sub 1500 school,,Football,Columbia Missouri US,1962-01-09,,,1987.0,False
William Baldwin,1963-02-21,M,1.87,,25.0,4.544861806429375,Male,Binghamton University SUNY,,Football,Massapequa New York US,1963-02-21,,3.0,1989.0,True
Mercedes Ruehl,1948-02-28,F,1.778,,39.0,4.544631697673704,Female,Specialised Drama School,Yes,,New York City US,1948-02-28,,2.0,1976.0,False
Jeremy Sisto,1974-10-06,M,1.867,,17.0,4.544315227897171,Male,Did not go,Yes,,Grass Valley California US,1974-10-06,,2.0,1991.0,False
Margaret Whitton,1950-11-30,F,1.62,,35.0,4.54410831302512,Female,Did not go,,Baseball,Fort Meade Maryland US1,1949-11-30,,,1965.0,False
Alice Evans,1971-08-02,F,1.727,,29.0,4.543756175304639,Female,Did not go,,,New Jersey US,,United KingdomUnited States1,2.0,1996.0,False
Jennifer Lim,1980,F,1.626,,25.0,4.543444588734382,,Did not go,,,,,,,,False
José Ferrer,1912-01-08,M,1.778,Puerto Ricans,71.0,4.543427218026766,Male,Princeton University,Yes,,San Juan Puerto Rico,1912-01-08,,6.0,1935.0,True
Larry Hagman,1931-09-21,M,1.85,,49.0,4.543343455774638,Male,sub 1500 school,Yes,Dance,Fort Worth Texas US,1931-09-21,,2.0,1950.0,False
James Debello,1980-06-09,M,1.791,,19.0,4.543269184350564,,Did not go,,,,,,,,False
Eric Allan Kramer,1962-03-26,M,1.87,,31.0,4.542864012375671,Male,University of Alberta,Yes,Football,Grand Rapids Michigan US,1962-03-26,,,1985.0,True
Alexandra Daddario,1986-03-16,F,1.73,Czech Americans,24.0,4.542133494455396,Female,Did not go,,,New York City US,1986-03-16,,1.0,2002.0,False
Lisa Gay Hamilton,1964-03-25,F,1.57,African Americans,33.0,4.542112136281287,Female,Carnegie Mellon University,Yes,,Los Angeles California US,,,,1985.0,True
Gretchen Mol,1972-11-08,F,1.676,,23.0,4.542054432822423,Female,Did not go,,,Deep River Connecticut US,1972-11-08,,2.0,1996.0,False
Joshua Dallas,1981-12-18,M,1.85,,29.0,4.541914740879424,Male,Did not go,Yes,,Louisville Kentucky US,1978-12-18,,2.0,2006.0,False
Ann Ryerson,1949-08-15,F,1.82,,30.0,4.541742601692195,,Did not go,,,,,,,,False
Sarah Holcomb,1958-09,F,1.68,,,4.541742601692195,Female,Did not go,,,,,,,1978.0,False
Ted Knight,1923-12-07,M,1.75,,56.0,4.541742601692195,Male,Did not go,Yes,,Terryville Connecticut US,1923-12-07,,3.0,1950.0,False
Henry Wilcoxon,1905-09-08,M,1.93,,74.0,4.541742601692195,Male,Did not go,Yes,Swimming,Roseau Dominica British West Indies,1905-09-08,,3.0,1926.0,False
Rob Morrow,1962-09-21,M,1.78,Jewish people,40.0,4.541718159414435,Male,Did not go,Yes,,New Rochelle New York US,1962-09-21,,1.0,1980.0,False
Terry Kinney,1954-01-29,M,1.82,,38.0,4.541629916483012,Male,Illinois State University,Yes,,Lincoln Illinois US,1954-01-29,,2.0,1974.0,True
Jeff Anderson,1970-04-21,M,1.82,,31.0,4.540941144580386,Male,Did not go,,,Connecticut United States,1970-04-21,,,1994.0,False
Tristan Wilds,1989-07-15,M,1.82,African Americans,16.0,4.540749690516401,Male,Did not go,Yes,,Staten Island,1989-07-15,,,2005.0,False
Shiri Appleby,1978-12-07,F,1.594,Israeli Americans,20.0,4.540615782656452,Female,Did not go,,Track,Los Angeles California US,1978-12-07,,2.0,1985.0,False
Frederic Forrest,1936-12-23,M,1.8,,46.0,4.540293817240492,Male,Did not go,,,Waxahachie Texas US,1936-12-23,,,1967.0,False
Michael Richards,1949-07-24,M,1.91,,35.0,4.540192092759307,,Specialised Arts School,,,Culver City California US1,1949-07-24,,2.0,1979.0,False
Judd Apatow,1967-12-06,M,1.74,American Jews,36.0,4.539996554137044,Male,University of Southern California,,,New York City US,1967-12-06,,,1985.0,True
Matthew Marsden,1973-03-03,M,1.89,,31.0,4.539983956374697,Male,Specialised Drama School,Yes,,West Bromwich West Midlands England2,,United KingdomUnited States,,1993.0,False
Maurice Lamarche,1958-03-30,M,1.82,,34.0,4.539738434193425,Male,Did not go,,,Toronto Ontario Canada,1958-03-30,,1.0,1977.0,False
Yancy Butler,1970-07-02,F,1.702,,23.0,4.5396668641767,Female,sub 1500 school,Yes,Dance,New York City New York US,1970-07-02,,,1979.0,False
Stephanie March,1974-07-23,F,1.77,Dutch,28.0,4.539077115114769,Female,Did not go,,,Dallas Texas US,,,,1997.0,False
Elena Kolpachikova,1971-02-17,F,1.78,,39.0,4.538846171427311,,Did not go,,,,,,,,False
Heidi Montag,1986-09-15,F,1.65,,24.0,4.538846171427311,Female,Did not go,,,Crested Butte Colorado US,1986-09-15,,2.0,2004.0,False
Columbus Short,1982-09-19,M,1.78,African Americans,21.0,4.538646003493409,Male,Did not go,Yes,Dance,Kansas City Missouri US,1982-09-19,,4.0,2004.0,False
John Sharian,1992,M,1.77,,11.0,4.53853146306756,Male,Specialised Drama School,Yes,,London England,,,,1992.0,False
Claudia Schiffer,1970-08-25,F,1.8,Germans,24.0,4.538420588944876,Female,Did not go,,,Rheinberg North RhineWestphalia West Germany,1970-08-25,,3.0,1989.0,False
Marc Anthony,1968-09-16,M,1.7,,25.0,4.538358506121785,Male,sub 1500 school,,Dance,New York City US,1968-09-16,,7.0,1988.0,False
Matt Adler,1966-12-08,M,1.71,,19.0,4.537995734815904,Male,Did not go,,,Los Angeles California US,1966-12-08,,,1984.0,False
Alyson Reed,1958-01-11,F,1.67,,27.0,4.5378494143210375,Female,Did not go,,Dance,,,,,1978.0,False
Oleg Taktarov,1967-08-26,M,1.83,,34.0,4.5374860477690655,Male,Did not go,,Martial arts,,1967-08-26,,,1989.0,False
James Carville,1944-10-25,M,1.87,Cajun,51.0,4.536890916348515,Male,Did not go,,, Georgia US,1944-10-25,,2.0,,False
Dmx,1970-12-18,M,1.803,African Americans,27.0,4.53534982695964,Male,Did not go,,Track,Mount Vernon New York US,1970-12-18,,15.0,1985.0,False
Jeff Foxworthy,1958-09-06,M,1.78,,46.0,4.5350674908651865,Male,Did not go,,,Atlanta,1958-09-06,,2.0,1982.0,False
Haley Bennett,1988-01-07,F,1.7,,19.0,4.53462467508212,Female,Did not go,,Track,Fort Myers Florida US,1988-01-07,,1.0,2007.0,False
Brooke Tansley,1978-04-26,F,1.62,,28.0,4.53462467508212,,Did not go,,,,,,,,False
Carla Gugino,1971-08-29,F,1.65,Italian Americans,17.0,4.534097446661722,Female,Did not go,Yes,Tennis,Sarasota Florida US,1971-08-29,,,1988.0,False
Ralph Richardson,1902-12-19,M,1.83,,78.0,4.533742048190713,Male,Did not go,,,,,,,,False
David Rappaport,1951-11-23,M,1.194,Jewish people,29.0,4.533742048190713,Male,Did not go,Yes,,London England,1951-11-23,,,1971.0,False
Alexa Havins,1980-11-16,F,1.57,,27.0,4.533561026865645,Female,Did not go,Yes,Dance,Artesia New Mexico US,1980-11-16,,4.0,2003.0,False
Tyler Posey,1991-10-18,M,1.78,Indigenous peoples of the Americas,8.0,4.533370786492451,Male,Did not go,Yes,,Santa Monica California US,1991-10-18,,,2000.0,False
Monica Keena,1979-05-25,F,1.55,,15.0,4.533154998823703,Female,Did not go,,Dance,New York City US,1979-05-28,,,1994.0,False
Michelle Morgan,1981-07-16,F,1.72,,26.0,4.533144319036676,,Did not go,,,,,,,,False
Shiloh Fernandez,1985-02-26,M,1.78,,23.0,4.533095920279991,Male,Did not go,,,,,,1.0,2005.0,False
Gina McKee,1961-04-14,F,1.73,,38.0,4.532916499650605,Female,Specialised Drama School,Yes,,Peterlee County Durham England,1964-04-14,,,1979.0,False
Martin Landau,1928-06-20,M,1.854,American Jews,60.0,4.532829382882624,Male,sub 1500 school,Yes,,New York City US,1928-06-20,,,2017.0,False
Linus Roache,1964-02-01,M,1.778,English people,38.0,4.532236788924648,Male,Specialised Drama School,,,Manchester England,1964-02-01,,,1973.0,False
Francesca Neri,1964-02-10,F,1.68,,36.0,4.532092543165517,Female,Did not go,,,Trento Italy,1964-02-10,,1.0,1986.0,False
Ray Baker,1948-07-09,M,1.87,,37.0,4.53201167915818,,Did not go,,,,,,,,False
J. R. Bourne,1970-04-08,M,1.77,,31.0,4.531248981159857,Male,Did not go,,,Toronto Ontario Canada,1970-04-08,,,1994.0,False
Janine Turner,1962-12-06,F,1.68,,26.0,4.531140008693387,Female,Did not go,,Football,Lincoln Nebraska US,1962-12-06,,1.0,1980.0,False
Jenny Wade,1980-10-06,F,1.65,,25.0,4.530989083786885,Female,Did not go,,,Eugene Oregon US,1980-10-06,,1.0,1999.0,False
Victoria Smurfit,1974,F,1.715,Irish people,28.0,4.530513631540793,Female,Did not go,Yes,,Dublin Ireland,1974-03-31,,3.0,1995.0,False
Crystal Reed,1991-02-06,F,1.73,,19.0,4.53033938869508,Female,Did not go,Yes,Dance,Detroit Michigan US,1985-02-06,,,2010.0,False
Kel Mitchell,1978-08-25,M,1.8,African Americans,18.0,4.529458790649369,Male,Did not go,,Dance,Chicago Illinois US,1978-08-25,,4.0,1994.0,False
Enrique Iglesias,1976-05-08,M,1.9,Spanish people of Filipino ancestry,27.0,4.528761813944572,Male,University of Miami,,Dance,Madrid Spain,1975-05-08,,3.0,1995.0,True
Randy Couture,1963-06-22,M,1.85,,44.0,4.528621076054427,Male,Oregon State University,,Martial arts, US,1963-06-22,,,1997.0,True
Nadia Townsend,1983,F,1.7526,,26.0,4.52858888062512,Female,Did not go,,,Sydney New South Wales Australia,1979-11-27,,,1999.0,False
Brett Robson,1976-01-07,M,1.75,,33.0,4.52858888062512,,Did not go,,,,,,,,False
Tamara Donnellan,,F,1.55,,,4.52858888062512,,Did not go,,,,,,,,False
Kim Wayans,1961-10-16,F,1.82,African Americans,25.0,4.528576382720596,Female,Wesleyan University,,Basketball,New York City New York US,1961-10-16,,,1982.0,True
Beth Riesgraf,1978-08-24,F,1.7,,29.0,4.528434781310113,Female,Did not go,,,Belle Plaine Minnesota US,1978-08-24,,1.0,2001.0,False
Jenna Dewan,1980-12-03,F,1.6,,25.0,4.5282711271159926,Female,University of Southern California,,Football,Hartford Connecticut US,1980-12-03,,3.0,1990.0,True
Sophie Rois,1961-06-01,F,1.68,Austrians,39.0,4.528226616685928,Female,Did not go,Yes,,Ottensheim Austria,1961-06-01,,,,False
Gabriel Thomson,1986-10-27,M,1.65,English people,14.0,4.528226616685928,Male,Did not go,Yes,,London England,1986-10-27,,,1995.0,False
Joe Nunez,,M,1.77,Hispanic and Latino Americans,,4.527217840691691,Male,Did not go,,,,,,,,False
Sir Richard Branson,1950-07-18,M,1.791,,53.0,4.526254008726111,,Did not go,,Ballet,Blackheath London England,1950-07-18,,3.0,1966.0,False
Valerie Leon,1943-11-12,F,1.8,,39.0,4.525390911875477,Female,Did not go,Yes,,Hampstead London England,1943-11-12,,2.0,1967.0,False
Joanne Whalley,1961-08-25,F,1.63,English people,26.0,4.525370836026408,Female,Did not go,,,Salford Lancashire England,1961-08-25,,2.0,1974.0,False
Jesse Williams,1981-08-05,M,1.87,African Americans,27.0,4.525206944342657,,Did not go,,,,,,,,False
Vanna Bonta,1958-04-03,F,1.65,,33.0,4.524424198871468,Female,Did not go,,,Clarksville Tennessee,1953-04-03,,,,False
Joseph Mazzello,1983-09-21,M,1.75,,8.0,4.523931089198734,Male,University of Southern California,,Dance,Rhinebeck New York US,1983-09-21,,,1990.0,True
Madison Riley,1990-03-16,F,1.75,,20.0,4.523346206854053,,Did not go,,,,,,,,False
Kate Vernon,1961-04-21,F,1.72,,24.0,4.523184902174969,Female,Did not go,,,Toronto Ontario Canada,,,1.0,1983.0,False
Steven Culp,1955-12-03,M,1.797,,37.0,4.522291348810042,Male,Brandeis University,,,La Jolla San Diego California US,1955-12-03,,2.0,1982.0,True
Fabiana Udenio,1964-12-21,F,1.7,,25.0,4.522003025816088,Female,Did not go,Yes,,Buenos Aires Argentina,1964-12-21,,1.0,1978.0,False
Rachel Blanchard,1976-03-19,F,1.727,,22.0,4.521978638341135,Female,Did not go,,,Toronto Ontario Canada1,1976-03-19,,,1984.0,False
Torsten Voges,1961,M,2.06,,37.0,4.521964890873082,Male,Did not go,,,Germany,,,,,False
Miguel Sandoval,1951-11-16,M,1.75,,36.0,4.521689298233826,Male,Did not go,,,Washington DC United States,1951-11-16,,,1975.0,False
Musetta Vander,1963-05-26,F,1.727,,34.0,4.52167541164855,Female,sub 1500 school,,,Durban South Africa,1963-05-26,,,1986.0,False
David Jensen,1947-12-30,M,1.78,,47.0,4.521519556172639,,Did not go,,,Victoria British Columbia Canada,1950-07-04,,3.0,1968.0,False
Caitlin Wachs,1989-03-15,F,1.676,,10.0,4.521319449068871,Female,Did not go,,,Eugene Oregon US,1989-03-15,,,1992.0,False
Jeff Kober,1953-12-18,M,1.79,,34.0,4.52026592362391,Male,Did not go,Yes,,Billings Montana US,1953-12-18,,1.0,1985.0,False
Muse Watson,1948-07-20,M,1.85,,47.0,4.5198216215690605,Male,sub 1500 school,Yes,Dance,Alexandria Louisiana US1,1948-07-20,,1.0,,False
James Arnold Taylor,1969-07-22,M,1.62,,37.0,4.519810301073492,Male,Did not go,,,Santa Barbara California US,1969-07-22,,1.0,1995.0,False
Carlo Rota,1961-04-17,M,1.73,,47.0,4.519449041151976,Male,Did not go,,,London England,1961-04-17,,2.0,1992.0,False
Brad William Henke,1966-04-10,M,1.93,,39.0,4.519307915380944,Male,Did not go,,Football,Columbus Nebraska US,1966-04-10,,,1989.0,False
Keir Dullea,1936-05-30,M,1.829,,48.0,4.519062668118693,Male,San Francisco State University,Yes,,Cleveland Ohio US,1936-05-30,,,1960.0,True
Gregory Hines,1946-02-14,M,1.82,African Americans,35.0,4.519009520090819,Male,Did not go,,Dance,New York City US,1946-02-14,,2.0,1948.0,False
Dudley Moore,1935-04-19,M,1.59,,46.0,4.51887078130479,Male,University of Oxford,,,Charing Cross London England,1935-04-19,,2.0,1961.0,True
Glenn Howerton,1976-04-13,M,1.78,,29.0,4.518793769884961,Male,Specialised Music School,,,Okinawa Japan,1976-04-13,,2.0,1996.0,False
Nana Gbewonyo,1980-12-11,M,1.96,Ghanaian Americans,24.0,4.518302127288339,,Did not go,,,,,,,,False
Adrienne Bailon,1983-10-24,F,1.499,Ecuadorian Americans,21.0,4.518302127288339,Female,Did not go,,,New York City US,1983-10-24,,1.0,1999.0,False
Steve Forrest,1924-09-29,M,1.905,,56.0,4.517631990453192,,Did not go,,,,,,,,False
Gwilym Lee,1983-11-24,M,1.88,,27.0,4.517584964135874,Male,Cardiff University,Yes,,Bristol England,1983-11-24,,,1997.0,True
Daniele Pecci,1970-05-23,M,1.89,,40.0,4.517584964135874,Male,Did not go,Yes,,Rome Lazio Italy,1970-05-23,,,1990.0,False
Salli Richardson,1967-11-23,F,1.626,,25.0,4.517197151191504,Female,Did not go,Yes,Tennis,Chicago Illinois US,1967-11-23,,2.0,1991.0,False
Miguel Pérez,1957-09-07,M,1.8,,43.0,4.516755063342684,,Did not go,,,,,,,,False
Christine Lakin,1979-01-25,F,1.55,,28.0,4.516530538327049,Female,Did not go,,,,1979-01-25,,,,False
Tyler Labine,1978-04-29,M,1.82,,22.0,4.516227945038165,Male,Did not go,,,Brampton Ontario Canada,1978-04-29,,,1991.0,False
Adam Storke,1962-08-18,M,1.778,,26.0,4.516180384568444,Male,Did not go,,,New York New York US,1962-08-18,,,,False
Gemma Ward,1987-11-03,F,1.78,,20.0,4.515770953167318,Female,Did not go,,,Perth Western Australia Australia,1987-11-03,,3.0,2003.0,False
Jsu Garcia,1963-10-06,M,1.85,,21.0,4.515628806168803,Male,Did not go,Yes,,New York City New York US,1963-10-06,,,1982.0,False
Audrey Tautou,1976-08-09,F,1.6,French,24.0,4.515545839493125,Female,sub 1500 school,,,Beaumont PuydeDôme France,1976-08-09,,,1996.0,False
Sondra Locke,1944-05-28,F,1.62,,36.0,4.5151940774742485,Female,sub 1500 school,Yes,Basketball,Shelbyville Tennessee US,1944-05-28,,,1962.0,False
Chris Mulkey,1948-05-03,M,1.85,,34.0,4.5151685167873765,Male,Did not go,,,Viroqua Wisconsin US,1948-05-03,,,1975.0,False
Brian McCardie,1965-01-22,M,1.75,,30.0,4.515149395445279,Male,Did not go,Yes,,Glasgow Scotland,1965-01-22,,,1989.0,False
Mýa,1979-10-10,F,1.64,Italian Americans,23.0,4.515084644451797,Female,Did not go,Yes,Ballet,Washington DC US,1979-10-10,,,1996.0,False
Maggie Lawson,1980-08-12,F,1.67,Irish Americans,18.0,4.514887852480668,Female,Did not go,Yes,,Louisville Kentucky US,1980-08-12,,,1996.0,False
André The Giant,1946-05-19,M,2.24,,38.0,4.514575786293487,,Did not go,,,Coulommiers,1946-05-19,,1.0,,False
Peter Ustinov,1921-04-16,M,1.82,,60.0,4.514568051798978,Male,Specialised Drama School,Yes,Ballet,London England,1921-04-16,,4.0,1938.0,False
Colin Egglesfield,1973-02-09,M,1.83,Irish Americans,30.0,4.514563690370263,Male,Did not go,,Football,Farmington Hills Michigan US,,,,2000.0,False
Bob Saget,1956-05-17,M,1.93,Jewish people,41.0,4.514528257434677,Male,Temple University,,,Philadelphia Pennsylvania,1956-05-17,,3.0,1977.0,True
50 Cent,1975-07-06,M,1.829,African Americans,30.0,4.514281706971774,Male,Did not go,,,Queens New York City US,1975-07-06,,2.0,1996.0,False
Mike Bacarella,,M,1.78,,,4.514240145828021,,Did not go,,,,,,,,False
Ken Kercheval,1935-07-15,M,1.753,,72.0,4.514062465393681,Male,University of the Pacific,Yes,Dance,Wolcottville Indiana US,1935-07-15,,5.0,1962.0,True
Aaron Lustig,1956-09-17,M,1.73,,33.0,4.513780788883007,Male,Did not go,,,Rochester New York United States,1956-09-17,,,1984.0,False
Patrick Kilpatrick,1949-08-20,M,1.88,,40.0,4.513485064881312,Male,York University,,Baseball,Orange Virginia US,1949-08-20,,2.0,1985.0,True
Laura Mennell,1980-04-18,F,1.75,,21.0,4.513436513966527,Female,Did not go,Yes,,Surrey British Columbia Canada1,1980-04-18,,,1996.0,False
Kaitlin Cullum,1986-06-24,F,1.72,,13.0,4.513264169437441,,Did not go,,,,,,,,False
Robin Sachs,1951-02-05,M,1.82,,48.0,4.513264169437441,Male,Specialised Drama School,Yes,,Hammersmith London England,1951-02-05,,,1972.0,False
Anna Friel,1976-07-12,F,1.57,English people,22.0,4.512948489530179,Female,Did not go,Yes,,Rochdale England,1976-07-12,,1.0,1990.0,False
Sarah Paulson,1975-12-17,F,1.68,White people,23.0,4.512323140523866,Female,Did not go,,,Tampa Florida US,1974-12-17,,,1994.0,False
Mandi Sidhu,,F,1.74,Indians,,4.512295908592219,,Did not go,,,,,,,,False
Natalie Imbruglia,1975-02-04,F,1.62,Italian Australians,28.0,4.512200035512004,Female,Did not go,,,Sydney New South Wales Australia,1975-02-04,AustraliaUnited Kingdom,1.0,1991.0,False
Oliver Ford Davies,1939-08-12,M,1.8,English people,63.0,4.512200035512004,Male,Did not go,Yes,,Ealing Middlesex England,1939-08-12,,,1959.0,False
Trace Adkins,1962-01-13,M,1.981,,49.0,4.511749240704374,Male,Did not go,,Football,Sarepta Louisiana,1962-01-13,,,1987.0,False
Cindy Margolis,1965-10-01,F,1.715,Jewish people,31.0,4.51127370849906,Female,sub 1500 school,,,Los Angeles California US,1965-10-01,,3.0,,False
Burt Bacharach,1928-05-12,M,1.73,,68.0,4.51127370849906,Male,Did not go,,Dance,Kansas City Missouri,1928-05-12,,,1950.0,False
Anita Briem,1982-05-29,F,1.62,Icelanders,26.0,4.511215377315012,Female,Specialised Drama School,,,Reykjavík Iceland,1982-05-29,,,2004.0,False
Jennifer Coolidge,1961-08-28,F,1.765,,37.0,4.510934338341096,Female,Specialised Drama School,,,Boston Massachusetts US,1961-08-28,,,1993.0,False
Estella Warren,1978-12-23,F,1.75,,22.0,4.510607750708562,Female,sub 1500 school,,Swimming,Peterborough Ontario Canada,1978-12-23,,,1990.0,False
Mandy Moore,1984-04-10,F,1.765,Cherokee,17.0,4.510475575725343,Female,Did not go,,,Nashua New Hampshire US,1984-04-10,,3.0,1993.0,False
Eliza Bennett,1992-03-17,F,1.63,,12.0,4.509994741030531,Female,Did not go,,,Reading Berkshire England,1992-03-17,,,2001.0,False
Alison Lohman,1979-09-18,F,1.575,Irish people,19.0,4.509282745570694,Female,Did not go,Yes,,Palm Springs California US,1979-09-18,,3.0,1988.0,False
Brandon Call,1976-11-17,M,1.78,,8.0,4.509125834591885,Male,Did not go,,,Torrance California US,1976-11-17,,1.0,1984.0,False
Leigh Taylor-Young,1945-01-25,F,1.75,,40.0,4.509125834591885,Female,Did not go,Yes,,Washington DC US,1945-01-25,,,1966.0,False
Bob Uecker,1935-01-26,M,1.85,,54.0,4.508958406916273,,Did not go,,Baseball,,,,,,False
Larry Hankin,1940-08-31,M,1.93,,45.0,4.508913992944086,Male,Syracuse University,,,New York City US,1937-12-07,,,1963.0,True
Oliver Davis,1993-05-24,M,1.68,,12.0,4.508774131033903,,Did not go,,,,,,,,False
Jonathan Jackson,1982-05-11,M,1.72,,16.0,4.508684971133333,,Did not go,,,,,,,,False
Allen Payne,1968-07-07,M,1.85,African Americans,24.0,4.508095777057592,Male,Did not go,,,New York City New York US,1968-07-07,,,1988.0,False
James Corden,1978-08-22,M,1.73,British,31.0,4.50797851876242,Male,sub 1500 school,,,Hillingdon London England,1978-08-22,,3.0,1996.0,False
Fanny Ardant,1949-03-22,F,1.74,,46.0,4.507733162833152,Female,Did not go,,,Saumur MaineetLoire France,1949-03-22,,3.0,1974.0,False
Andrew Cassese,1972-02-12,M,1.6,,12.0,4.5075458792440966,Male,Did not go,Yes,,,,,,1983.0,False
Bruce Ramsay,1966-12-31,M,1.72,,26.0,4.507060615952407,Male,Did not go,,,Montreal Quebec Canada,1966-12-31,,,1987.0,False
