,Actor name,Gender,Height,Ethnicity,Age at First Release,Success Score,University,Theater,Sports,Birth City,Citizenship,Number of Children,Birth Year,Birth Month,QS University Rank,Ranked Uni,Usable Uni Rank,Specialised Drama School,Specialised Acting School,Specialised Dance School,Specialised Arts School,Birth Region
2612,William Devane,M,1.778,,43.0,4.5793749106576245,Specialised Drama School,False,No Sports,Albany New York US,,2.0,1937.0,September,Not Ranked,0,3000,1,0,0,0,USA
2613,Todd Phillips,M,1.82,,39.0,4.579164969357928,New York University (NYU),True,Dance,New York City US,,,1970.0,December,38,1,38,0,0,0,0,USA
2614,"Harry Shum, Jr.",M,1.8,,24.0,4.579013245894683,Did not go,True,Dance,Limón Costa Rica,,1.0,1982.0,April,Not Ranked,0,3000,0,0,0,0,Rest of World
2615,Jasmine Waltz,F,1.68,,20.0,4.57810571630855,Did not go,False,No Sports,Las Vegas Nevada United States,American,,1982.0,August,Not Ranked,0,3000,0,0,0,0,USA
2616,Jason Manuel Olazabal,M,1.87,,29.0,4.57810571630855,Did not go,False,No Sports,Santa Maria California US,,,1973.0,October,Not Ranked,0,3000,0,0,0,0,USA
2617,Miranda Raison,F,1.651,,24.0,4.577966282570803,Did not go,True,No Sports,Burnham Thorpe Norfolk England,,2.0,1980.0,November,Not Ranked,0,3000,0,0,0,0,United Kingdom
2618,Mark Webber,M,1.82,,18.0,4.577706765065445,Did not go,False,No Sports,,,,1980.0,July,Not Ranked,0,3000,0,0,0,0,
2619,Lindy Booth,F,1.702,,24.0,4.577591617639039,Did not go,False,No Sports,Oakville Ontario Canada,,,1979.0,April,Not Ranked,0,3000,0,0,0,0,Rest of World
2620,Frank Miller,M,1.86,,30.0,4.577560886801209,Did not go,False,No Sports,Olney Maryland,,,1957.0,January,Not Ranked,0,3000,0,0,0,0,Rest of World
2621,Bill Irwin,M,1.82,,38.0,4.577510355725353,Did not go,False,No Sports,Santa Monica California US,,1.0,1950.0,April,Not Ranked,0,3000,0,0,0,0,USA
2622,Lisa Edelstein,F,1.68,Jewish people,23.0,4.577449963933349,New York University (NYU),False,No Sports,Boston Massachusetts US,,,1967.0,May,38,1,38,0,0,0,0,USA
2623,Annabella Sciorra,F,1.57,,29.0,4.577326544947838,Specialised Drama School,False,Dance,New York City New York USa,,,1960.0,March,Not Ranked,0,3000,1,0,0,0,USA
2624,Adrian Kali Turner,M,1.45,,14.0,4.57717374934836,Did not go,False,No Sports,,,,1997.0,November,Not Ranked,0,3000,0,0,0,0,
2625,Leonardo Nam,M,1.753,Koreans,,4.577117197217772,The University of New South Wales (UNSW Sydney),False,No Sports,Buenos Aires Argentina,United States1,2.0,1979.0,November,19,1,19,0,0,0,0,Rest of World
2626,David Benger,M,1.57,,,4.575992482239309,Did not go,False,No Sports,,,,1991.0,April,Not Ranked,0,3000,0,0,0,0,
2627,Charlie O%27Connell,M,1.91,,23.0,4.5755778456547,Did not go,False,No Sports,New York City US,,,1975.0,April,Not Ranked,0,3000,0,0,0,0,USA
2628,Nicol Williamson,M,1.88,,44.0,4.575494439791343,Did not go,False,No Sports,Hamilton Lanarkshire Scotland,,1.0,1936.0,September,Not Ranked,0,3000,0,0,0,0,United Kingdom
2629,Dominic Purcell,M,1.88,Australians,30.0,4.575282742035266,Did not go,True,No Sports,Birkenhead Cheshire England,AustraliaUnited KingdomIreland,4.0,1970.0,February,Not Ranked,0,3000,0,0,0,0,United Kingdom
2630,Gregory Smith,M,1.79,Canadian Americans,13.0,4.575144995028057,Did not go,False,No Sports,,,,1983.0,July,Not Ranked,0,3000,0,0,0,0,
2631,Robert Smigel,M,1.8,,36.0,4.574947529999334,Cornell University,False,No Sports,New York City New York US,,3.0,1960.0,February,13,1,13,0,0,0,0,USA
2632,Derek Mears,M,1.96,,34.0,4.5747480900009885,Did not go,False,No Sports,Bakersfield California US,,,1972.0,April,Not Ranked,0,3000,0,0,0,0,USA
2633,Schuyler Fisk,F,1.65,,13.0,4.574384785851838,University of Virginia,True,No Sports,Los Angeles California US,,,1982.0,July,260,1,260,0,0,0,0,USA
2634,Mark Heap,M,1.83,,49.0,4.574247349888086,Did not go,True,No Sports,Kodaikanal Tamil Nadu India,,,1957.0,May,Not Ranked,0,3000,0,0,0,0,Rest of World
2635,Anthony Kiedis,M,1.74,Lithuanian Americans,28.0,4.573612746241796,Did not go,False,Swimming,Grand Rapids Michigan US,,1.0,1962.0,November,Not Ranked,0,3000,0,0,0,0,USA
2636,Mary Jo Catlett,F,1.78,,43.0,4.573342763345748,Colorado School of Mines,True,No Sports,Denver Colorado US,,,1938.0,September,465,1,465,0,0,0,0,USA
2637,Corbin Bleu,M,1.8,Italian Americans,10.0,4.572855770330749,Did not go,True,Ballet,Brooklyn New York US,,,1989.0,February,Not Ranked,0,3000,0,0,0,0,USA
2638,Andreas Katsulas,M,1.83,,41.0,4.571943679282479,Did not go,True,No Sports,St Louis Missouri US,,,1946.0,May,Not Ranked,0,3000,0,0,0,0,USA
2639,Farrah Fawcett,F,1.69,,34.0,4.571564721855027,Did not go,False,No Sports,Corpus Christi Texas US,,1.0,1947.0,February,Not Ranked,0,3000,0,0,0,0,USA
2640,Alan Young,M,1.78,,66.0,4.57151361669341,Did not go,True,Dance,North Shields Northumberland England,United Kingdom 19192016Canada 19252016United States 19442016,4.0,1919.0,November,Not Ranked,0,3000,0,0,0,0,United Kingdom
2641,Lynn Whitfield,F,1.613,,34.0,4.571418001046947,Howard University,True,No Sports,Baton Rouge Louisiana US,,1.0,1953.0,May,1001,1,1001,0,0,0,0,USA
2642,Lily Collins,F,1.65,,20.0,4.5712302587329,Did not go,False,No Sports,Guildford Surrey England,United KingdomUnited States,,1989.0,March,Not Ranked,0,3000,0,0,0,0,United Kingdom
2643,Ken Davitian,M,1.65,Armenian Americans,49.0,4.570932137620271,Did not go,False,No Sports,Los Angeles California US,,,1953.0,June,Not Ranked,0,3000,0,0,0,0,USA
2644,Jay Underwood,M,1.77,,20.0,4.570755616751126,Did not go,False,No Sports,Minneapolis Minnesota United States,,,1968.0,October,Not Ranked,0,3000,0,0,0,0,USA
2645,Anna Chlumsky,F,1.57,,8.0,4.570755616751126,University of Chicago,True,No Sports,Chicago Illinois US,,2.0,1980.0,December,11,1,11,0,0,0,0,USA
2646,David Kaye,M,1.82,,36.0,4.570408203696166,Did not go,False,No Sports,,,,1964.0,October,Not Ranked,0,3000,0,0,0,0,
2647,Robert Hays,M,1.87,,32.0,4.569358730977355,Did not go,False,No Sports,Bethesda Maryland US,,1.0,1947.0,July,Not Ranked,0,3000,0,0,0,0,USA
2648,Jacob Smith,M,1.73,,8.0,4.568662811959302,Did not go,False,No Sports,,,,1990.0,January,Not Ranked,0,3000,0,0,0,0,
2649,June Carter Cash,F,1.66,,68.0,4.568629523805847,Did not go,True,Dance,Maces Spring Virginia,,,1929.0,June,Not Ranked,0,3000,0,0,0,0,USA
2650,Misha Collins,M,1.8,,25.0,4.568218730437346,University of Chicago,False,No Sports,Boston Massachusetts US,,2.0,1974.0,August,11,1,11,0,0,0,0,USA
2651,Jesse Ventura,M,1.93,Slovak Americans,35.0,4.5681810516667465,sub 1500 school,False,No Sports,,,2.0,1951.0,July,Not Ranked,0,3000,0,0,0,0,
2652,Scott Mechlowicz,M,1.829,Jewish people,22.0,4.567601384025775,California State University - Los Angeles,True,No Sports,New York City US,,2.0,1981.0,January,1401,1,1401,0,0,0,0,USA
2653,Frankie Faison,M,1.88,African Americans,32.0,4.567376028195686,York University,False,No Sports,Newport News Virginia US,,3.0,1949.0,June,353,1,353,0,0,0,0,USA
2654,Bill Bailey,M,1.69,English people,35.0,4.567213566567124,Specialised Music School,False,No Sports,Bath,,1.0,1964.0,February,Not Ranked,0,3000,0,0,0,0,Rest of World
2655,Joss Ackland,M,1.829,English people,59.0,4.567100562200795,Specialised Drama School,False,No Sports,North Kensington London England,,7.0,1928.0,February,Not Ranked,0,3000,1,0,0,0,United Kingdom
2656,Danny Woodburn,M,1.21,,35.0,4.566881950523105,Temple University,True,No Sports,Philadelphia Pennsylvania US,,,1964.0,July,721,1,721,0,0,0,0,USA
2657,Bolo Yeung,M,1.68,,41.0,4.566832376255355,Did not go,False,Martial arts, Guangdong,,3.0,1946.0,July,Not Ranked,0,3000,0,0,0,0,Rest of World
2658,Walter Matthau,M,1.892,Jewish people,61.0,4.566068428643248,Did not go,True,No Sports,New York City US,,3.0,1920.0,October,Not Ranked,0,3000,0,0,0,0,USA
2659,Irene Bedard,F,1.53,Iñupiaq people,27.0,4.565601826690451,Did not go,True,No Sports,Anchorage Alaska US,,1.0,1967.0,July,Not Ranked,0,3000,0,0,0,0,USA
2660,Harley Jane Kozak,M,1.75,,32.0,4.5652536215325,York University,False,No Sports,WilkesBarre Pennsylvania US,,3.0,1957.0,January,353,1,353,0,0,0,0,USA
2661,Sean Huze,M,1.77,,35.0,4.565037662933227,Did not go,False,No Sports,Greenwood Mississippi US,,,1975.0,January,Not Ranked,0,3000,0,0,0,0,USA
2662,Russell Means,M,1.854,Indigenous peoples of the Americas,52.0,4.5639077239040695,Did not go,False,No Sports,Porcupine Pine Ridge Indian Reservation US,,10.0,1939.0,November,Not Ranked,0,3000,0,0,0,0,USA
2663,Justin Chambers,M,1.8,German Americans,30.0,4.563775727471911,Did not go,False,No Sports,Springfield Ohio US,,5.0,1970.0,July,Not Ranked,0,3000,0,0,0,0,USA
2664,Nikki Blonsky,F,1.47,Jewish people,18.0,4.563731818354768,Did not go,True,No Sports,Great Neck New York US,,,1988.0,November,Not Ranked,0,3000,0,0,0,0,USA
2665,Nick Loren,M,1.83,,36.0,4.563731818354768,Did not go,False,No Sports,San Diego CA US,,,1970.0,December,Not Ranked,0,3000,0,0,0,0,USA
2666,Sebastian Roché,M,1.8,,47.0,4.563666974545089,Specialised Drama School,True,No Sports,Paris France,,,1964.0,August,Not Ranked,0,3000,1,0,0,0,Europe
2667,Tanit Phoenix,F,1.74,,27.0,4.563666974545089,Did not go,False,No Sports,Durban KwaZuluNatal South Africa,,1.0,1984.0,September,Not Ranked,0,3000,0,0,0,0,Rest of World
2668,Richard Brake,M,1.88,Welsh Americans,39.0,4.563459737054398,Duke University,False,Dance,Ystrad Mynach Glamorgan Wales,,,1964.0,November,57,1,57,0,0,0,0,United Kingdom
2669,Jessica Alba,F,1.7,,17.0,4.563410177895719,Did not go,True,No Sports,Pomona California US,,3.0,1981.0,April,Not Ranked,0,3000,0,0,0,0,USA
2670,Patti D%27Arbanville,F,1.63,,30.0,4.563201110074179,Did not go,False,No Sports,New York City US,,4.0,1951.0,May,Not Ranked,0,3000,0,0,0,0,USA
2671,Redman,M,1.85,,18.0,4.562906362750486,Did not go,False,No Sports,,,,1970.0,April,Not Ranked,0,3000,0,0,0,0,
2672,Brittany Daniel,F,1.7,,19.0,4.562860860195054,Did not go,False,Basketball,Gainesville Florida US,,1.0,1976.0,March,Not Ranked,0,3000,0,0,0,0,USA
2673,Joe Chrest,M,1.85,,,4.562802311750316,Did not go,True,No Sports,Saint Albans West Virginia US,,2.0,1965.0,September,Not Ranked,0,3000,0,0,0,0,USA
2674,Dave Grohl,M,1.83,,37.0,4.56248973580689,Did not go,False,No Sports,Warren Ohio US,,4.0,1969.0,January,Not Ranked,0,3000,0,0,0,0,USA
2675,Brian McGovern,M,1.9,,,4.561936299397816,Did not go,False,No Sports,,,,,,Not Ranked,0,3000,0,0,0,0,
2676,Kelly Ripa,F,1.6,Italian Americans,26.0,4.561425845902747,Did not go,True,Dance,Berlin New Jersey US,,3.0,1970.0,October,Not Ranked,0,3000,0,0,0,0,USA
2677,Lisa Ann Walter,F,1.63,,32.0,4.561339770499701,sub 1500 school,True,Dance,Silver Spring Maryland US,,4.0,1963.0,August,Not Ranked,0,3000,0,0,0,0,USA
2678,Kaley Cuoco,F,1.7,,9.0,4.561292714468363,Did not go,False,Tennis,Camarillo California US,,1.0,1985.0,November,Not Ranked,0,3000,0,0,0,0,USA
2679,George Martin,M,1.88,English people,58.0,4.5608782095322375,Specialised Drama School,False,No Sports,Highbury London England,,4.0,1926.0,January,Not Ranked,0,3000,1,0,0,0,United Kingdom
2680,Pamela Salem,F,1.676,,32.0,4.560802145268012,Specialised Drama School,False,No Sports,Bombay Bombay Province British Raj,,,1950.0,January,Not Ranked,0,3000,1,0,0,0,Rest of World
2681,Lorne Cardinal,M,1.8,Cree,38.0,4.560338498155697,University of Alberta,True,No Sports,Sucker Creek Alberta Canada,,,1964.0,January,111,1,111,0,0,0,0,Rest of World
2682,Shaun White,M,1.73,White people,24.0,4.559860929160597,Did not go,False,No Sports,,,,1986.0,September,Not Ranked,0,3000,0,0,0,0,
2683,Marcia Bennett,F,1.63,,,4.559635579563735,Did not go,False,No Sports,,,,,,Not Ranked,0,3000,0,0,0,0,
2684,David Suchet,M,1.7,English people,36.0,4.559524352271419,Specialised Drama School,True,No Sports,Paddington London England1,,2.0,1946.0,May,Not Ranked,0,3000,1,0,0,0,United Kingdom
2685,James Ransone,M,1.75,,32.0,4.5590478769607,Did not go,False,No Sports,Baltimore Maryland US,,1.0,1979.0,June,Not Ranked,0,3000,0,0,0,0,USA
2686,Sean Faris,M,1.83,,22.0,4.55886424335964,Did not go,False,No Sports,Houston Texas US,,1.0,1982.0,March,Not Ranked,0,3000,0,0,0,0,USA
2687,Ashley Hamilton,M,1.93,,19.0,4.558715305043978,Did not go,False,Track,Los Angeles California US,,1.0,1974.0,September,Not Ranked,0,3000,0,0,0,0,USA
2688,Nicholle Tom,F,1.71,,15.0,4.558715305043978,Did not go,False,No Sports,Hinsdale Illinois US,,,1978.0,March,Not Ranked,0,3000,0,0,0,0,USA
2689,Tyler Hoechlin,M,1.83,,14.0,4.558709960599574,Did not go,False,No Sports,Corona California US,,,1987.0,September,Not Ranked,0,3000,0,0,0,0,USA
2690,Li Bingbing,F,1.65,,35.0,4.558651791911438,Specialised Drama School,True,No Sports,Wuchang Heilongjiang China,,,1973.0,February,Not Ranked,0,3000,1,0,0,0,Rest of World
2691,Ming-Na,F,1.63,Chinese Americans,29.0,4.558596862962356,Carnegie Mellon University,True,No Sports,Coloane Portuguese Macau,United States,2.0,1963.0,November,52,1,52,0,0,0,0,Rest of World
2692,Richard Masur,M,1.85,,31.0,4.558306784331607,Yale University,False,No Sports,New York City US,,,1948.0,November,16,1,16,0,0,0,0,USA
2693,Gedde Watanabe,M,1.702,,28.0,4.55825527385351,Specialised Drama School,True,No Sports,Ogden Utah US,,,1955.0,June,Not Ranked,0,3000,1,0,0,0,USA
2694,Miles Teller,M,1.83,,23.0,4.558133868112169,York University,True,Baseball,Downingtown Pennsylvania US,,,1987.0,February,353,1,353,0,0,0,0,USA
2695,Mariska Hargitay,F,1.721,German Americans,27.0,4.557964840843104,California State University - Los Angeles,True,No Sports,Santa Monica California US,,3.0,1964.0,January,1401,1,1401,0,0,0,0,USA
2696,Grace Jones,F,1.753,,36.0,4.557599449439443,sub 1500 school,False,No Sports,Spanish Town Saint Catherine Crown Colony of Jamaica,"Jamaica, United States1",1.0,1948.0,May,Not Ranked,0,3000,0,0,0,0,Rest of World
2697,Alyson Hannigan,F,1.65,Irish Americans,14.0,4.557585387427733,sub 1500 school,False,No Sports,Washington DC US,,2.0,1974.0,March,Not Ranked,0,3000,0,0,0,0,USA
2698,George Kennedy,M,1.9,,59.0,4.557412038369329,Did not go,False,Ballet,New York City US,,6.0,1925.0,February,Not Ranked,0,3000,0,0,0,0,USA
2699,Terry Farrell,F,1.82,,22.0,4.55733850853504,Did not go,False,No Sports,,,,1963.0,November,Not Ranked,0,3000,0,0,0,0,
2700,Josh Mostel,M,1.75,,35.0,4.55649506282006,Did not go,False,Dance,New York City US,,,1946.0,December,Not Ranked,0,3000,0,0,0,0,USA
2701,Wil Wheaton,M,1.8,,9.0,4.556432856305947,Did not go,False,No Sports,Burbank California,,2.0,1972.0,July,Not Ranked,0,3000,0,0,0,0,Rest of World
2702,Mike Binder,M,1.72,,42.0,4.556425766970079,Did not go,False,Dance,Detroit Michigan US,,2.0,1958.0,June,Not Ranked,0,3000,0,0,0,0,USA
2703,Ethan Hawke,M,1.79,White Americans,14.0,4.556140903737927,Carnegie Mellon University,True,No Sports,Austin Texas US,,4.0,1970.0,November,52,1,52,0,0,0,0,USA
2704,Jamal Duff,M,2.03,,28.0,4.555763282083778,Did not go,False,Football,Columbus Ohio,,,1979.0,February,Not Ranked,0,3000,0,0,0,0,USA
2705,Lauren Storm,F,1.6,Jewish people,20.0,4.555763282083778,Did not go,False,No Sports,Chicago Illinois US,,,1987.0,January,Not Ranked,0,3000,0,0,0,0,USA
2706,Gary Stretch,M,1.829,British,36.0,4.555744305617018,Did not go,False,No Sports,St Helens Lancashire England,,,1968.0,November,Not Ranked,0,3000,0,0,0,0,United Kingdom
2707,Joan Rivers,F,1.575,Jewish people,54.0,4.554766367387028,sub 1500 school,False,No Sports,Brooklyn,,,1933.0,June,Not Ranked,0,3000,0,0,0,0,USA
2708,Gaius Charles,M,1.8,African Americans,25.0,4.554444672294742,Carnegie Mellon University,True,No Sports,Manhattan New York US,,,1983.0,May,52,1,52,0,0,0,0,USA
2709,Jon Bernthal,M,1.78,,29.0,4.553880276180722,Harvard University,True,Baseball,Washington DC US,,3.0,1976.0,September,4,1,4,0,0,0,0,USA
2710,Hannah Taylor-Gordon,F,1.74,Jewish people,7.0,4.553190471799455,Specialised Drama School,False,No Sports,London England,,,1987.0,March,Not Ranked,0,3000,1,0,0,0,United Kingdom
2711,Martin Donovan,M,1.85,Irish Americans,42.0,4.553099456659457,Did not go,True,No Sports,Reseda California US,,2.0,1957.0,August,Not Ranked,0,3000,0,0,0,0,USA
2712,Sage Stallone,M,1.78,,14.0,4.553051888469295,Specialised Arts School,False,No Sports,Los Angeles California US,,,1976.0,May,Not Ranked,0,3000,0,0,0,1,USA
2713,Tim Kang,M,1.791,Korean Americans,31.0,4.55301582456815,Harvard University,True,No Sports,San Francisco California US,,1.0,1973.0,March,4,1,4,0,0,0,0,USA
2714,Judd Hirsch,M,1.829,Jewish people,45.0,4.552523420628138,Specialised Drama School,True,No Sports,New York City US,,3.0,1935.0,March,Not Ranked,0,3000,1,0,0,0,USA
2715,Mary Stavin,F,1.72,,27.0,4.552468715718114,Did not go,False,Football,Örebro County Sweden,,1.0,1957.0,August,Not Ranked,0,3000,0,0,0,0,Europe
2716,Kaya Scodelario,F,1.68,British,16.0,4.55229867859288,Did not go,False,Dance,Haywards Heath West Sussex England,,2.0,1992.0,March,Not Ranked,0,3000,0,0,0,0,USA
2717,Charlie Day,M,1.69,,26.0,4.552197583626131,sub 1500 school,True,No Sports,New York City US,,1.0,1976.0,February,Not Ranked,0,3000,0,0,0,0,USA
2718,Leah Remini,F,1.6,,32.0,4.55216663161916,York University,False,No Sports,New York City US,,1.0,1970.0,June,353,1,353,0,0,0,0,USA
2719,Kathleen Quinlan,F,1.65,,33.0,4.551801367773457,Did not go,False,No Sports,Pasadena California US,,1.0,1954.0,November,Not Ranked,0,3000,0,0,0,0,USA
2720,Will Yun Lee,M,1.75,Korean Americans,31.0,4.551652627674648,"University of California, Berkeley (UCB)",False,No Sports,Arlington Virginia US,,1.0,1971.0,May,10,1,10,0,0,0,0,USA
2721,Jane Asher,F,1.65,,60.0,4.551470185894327,Did not go,True,No Sports,Willesden Middlesex England,,3.0,1946.0,April,Not Ranked,0,3000,0,0,0,0,United Kingdom
2722,Seth Meyers,M,1.83,Jewish people,34.0,4.551206545641817,Northwestern University,False,No Sports,Evanston Illinois,,3.0,1973.0,December,47,1,47,0,0,0,0,USA
2723,Mara Wilson,F,1.63,,6.0,4.550837798781321,York University,True,No Sports,Burbank California US,,,1987.0,July,353,1,353,0,0,0,0,USA
2724,Kim Coates,M,1.88,Canadian Americans,32.0,4.550626047339402,Did not go,False,No Sports,Saskatoon Saskatchewan Canada,"Canadian, American",2.0,1959.0,January,Not Ranked,0,3000,0,0,0,0,Rest of World
2725,Lachy Hulme,M,1.91,,31.0,4.54939288219815,Did not go,True,No Sports,Melbourne Victoria Australia,,,1971.0,April,Not Ranked,0,3000,0,0,0,0,USA
2726,P. J. Soles,F,1.7,,30.0,4.5492758352336455,Georgetown University,False,Track,Frankfurt West Germany,,2.0,1950.0,July,297,1,297,0,0,0,0,Europe
2727,Ron Rifkin,M,1.74,,52.0,4.548997701670443,Did not go,True,No Sports,New York City US,,,1939.0,October,Not Ranked,0,3000,0,0,0,0,USA
2728,Lee Thompson Young,M,1.72,African Americans,20.0,4.548952025709482,University of Southern California,True,No Sports,Columbia South Carolina US,,,1984.0,February,116,1,116,0,0,0,0,USA
2729,Jessica Parker Kennedy,F,1.57,,26.0,4.548729028994542,Did not go,False,No Sports,Calgary Alberta Canada,,1.0,1984.0,October,Not Ranked,0,3000,0,0,0,0,Rest of World
2730,Stephanie Beard,F,1.49,,30.0,4.548729028994542,Did not go,False,No Sports,Scarborough Ontario Canada,,,1981.0,August,Not Ranked,0,3000,0,0,0,0,Rest of World
2731,Jim Jarmusch,M,1.88,Irish Americans,42.0,4.5485377889477645,Columbia University,True,No Sports,Cuyahoga Falls Ohio US,,,1953.0,January,23,1,23,0,0,0,0,USA
2732,Charlotte Gainsbourg,F,1.73,,32.0,4.548383916884712,Did not go,False,No Sports,Marylebone London England,"France, United Kingdom1",3.0,1971.0,July,Not Ranked,0,3000,0,0,0,0,United Kingdom
2733,Colin Ford,M,1.69,,15.0,4.548359957557119,Did not go,False,No Sports,Nashville Tennessee US,,,1996.0,September,Not Ranked,0,3000,0,0,0,0,USA
2734,Desi Lydic,F,1.7,,30.0,4.548359957557119,Did not go,False,Dance,Louisville Kentucky US,,1.0,1981.0,June,Not Ranked,0,3000,0,0,0,0,USA
2735,Flex Alexander,M,1.91,African Americans,30.0,4.548085719010945,Did not go,False,Dance,New York City US,,2.0,1970.0,April,Not Ranked,0,3000,0,0,0,0,USA
2736,Moran Atias,F,1.75,Jewish people,29.0,4.547964249970771,Did not go,False,No Sports,Haifa Israel,IsraelUnited States,1.0,1981.0,April,Not Ranked,0,3000,0,0,0,0,Rest of World
2737,Richard Coyle,M,1.82,Irish people,34.0,4.547900381343182,Did not go,False,No Sports,Sheffield England1,,1.0,1972.0,February,Not Ranked,0,3000,0,0,0,0,United Kingdom
2738,Werner Daehn,M,1.82,,34.0,4.547844349488028,Did not go,False,No Sports,Worms am Rhein West Germany,,,1967.0,October,Not Ranked,0,3000,0,0,0,0,Europe
2739,Mario López,M,1.8,Mexican Americans,14.0,4.546633778213818,Did not go,False,Dance,Chula Vista California US,,3.0,1973.0,October,Not Ranked,0,3000,0,0,0,0,USA
2740,Bryan Callen,M,1.8,Irish Americans,44.0,4.546571915959013,American University,False,No Sports,Manila,,,1967.0,January,791,1,791,0,0,0,0,Rest of World
2741,Kurt Angle,M,1.83,White people,42.0,4.546571915959013,University of Pennsylvania,False,Football,Mt Lebanon Pennsylvania,,5.0,1968.0,December,12,1,12,0,0,0,0,USA
2742,Vanessa Martinez,F,1.47,,32.0,4.546571915959013,Did not go,False,No Sports,,,,1979.0,June,Not Ranked,0,3000,0,0,0,0,
2743,David Denman,M,1.93,,27.0,4.546258601436624,Specialised Music School,True,Football,Newport Beach California US,,2.0,1973.0,July,Not Ranked,0,3000,0,0,0,0,USA
2744,Sheryl Lee,F,1.66,,30.0,4.546136222514499,University of Colorado Boulder,True,No Sports,Augsburg Bavaria West Germany,,1.0,1967.0,April,264,1,264,0,0,0,0,Europe
2745,Igor Jijikine,M,1.91,,36.0,4.545574578433776,Did not go,False,No Sports,Moscow Russian SFSR Soviet Union,RussiaUnited States,,1965.0,October,Not Ranked,0,3000,0,0,0,0,USA
