Actor name,Actor date of birth,Actor gender,Actor height,Actor ethnicity,Actor age at movie release,Actor Score Index,Gender,University,Theater,Sports,Birth City,Date of Birth,Citizenship,Number of Children,Career Start
Lachy Hulme,1971-04-01,M,1.91,,31.0,4.54939288219815,Male,,Yes,,Melbourne Victoria Australia,1971-04-01,,,1992
P. J. Soles,1950-07-17,F,1.7,,30.0,4.5492758352336455,Female,Briarcliff CollegeGeorgetown University,,Track,Frankfurt West Germany,1950-07-17,,2,1973
Ron Rifkin,1939-10-31,M,1.74,,52.0,4.548997701670443,Male,,Yes,,New York City US,1939-10-31,,,1966
Lee Thompson Young,1984-02-01,M,1.72,African Americans,20.0,4.548952025709482,Male,University of Southern California,Yes,,Columbia South Carolina US,1984-02-01,,,1998
Jessica Parker Kennedy,1984-10-03,F,1.57,,26.0,4.548729028994542,Female,,,,Calgary Alberta Canada,1987-10-03,,1,2006
Stephanie Beard,1981-08-27,F,1.49,,30.0,4.548729028994542,Female,,,,Scarborough Ontario Canada,,,,1999
Jim Jarmusch,1953-01-22,M,1.88,Irish Americans,42.0,4.5485377889477645,,Northwestern UniversityColumbia University BANew York University MFA,Yes,,Cuyahoga Falls Ohio US,1953-01-22,,,1979
Charlotte Gainsbourg,1971-07-21,F,1.73,,32.0,4.548383916884712,Female,,,,Marylebone London England,1971-07-21,"France, United Kingdom1",3,1984
Colin Ford,1996-09-12,M,1.69,,15.0,4.548359957557119,Male,,,,Nashville Tennessee US,1996-09-12,,,2001
Desi Lydic,1981-06-30,F,1.7,,30.0,4.548359957557119,Female,,,Dance,Louisville Kentucky US,1981-06-30,,1,2001
Flex Alexander,1970-04-15,M,1.91,African Americans,30.0,4.548085719010945,Male,,,Dance,New York City US,1970-04-15,,2,1989
Moran Atias,1981-04-09,F,1.75,Jewish people,29.0,4.547964249970771,Female,,,,Haifa Israel,1981-04-09,IsraelUnited States,1,
Richard Coyle,1972-02-27,M,1.82,Irish people,34.0,4.547900381343182,Male,,,,Sheffield England1,1972-02-27,,1,1998
Werner Daehn,1967-10-14,M,1.82,,34.0,4.547844349488028,Male,,,,Worms am Rhein West Germany,1967-10-14,,,1993
Mario López,1973-10-10,M,1.8,Mexican Americans,14.0,4.546633778213818,Male,,,Dance,Chula Vista California US,1973-10-10,,3,1984
Bryan Callen,1967-01-26,M,1.8,Irish Americans,44.0,4.546571915959013,Male,American University,,,Manila,1967-01-26,,,1995
Kurt Angle,1968-12-09,M,1.83,White people,42.0,4.546571915959013,Male,Clarion University of Pennsylvania,,Football,Mt Lebanon Pennsylvania,1968-12-09,,5,2020
Vanessa Martinez,1979-06-19,F,1.47,,32.0,4.546571915959013,,,,,,,,,
David Denman,1973-07-25,M,1.93,,27.0,4.546258601436624,Male,Orange Coast CollegeJuilliard School BFA,Yes,Football,Newport Beach California US,1973-07-25,,2,1997
Sheryl Lee,1967-04-22,F,1.66,,30.0,4.546136222514499,Female,University of Colorado Boulder,Yes,,Augsburg Bavaria West Germany,1967-04-22,,1,1986
Igor Jijikine,1965-10-08,M,1.91,,36.0,4.545574578433776,Male,,,,Moscow Russian SFSR Soviet Union,1965-10-08,RussiaUnited States,,1999
Sheri Moon,1970-09-26,F,1.78,,32.0,4.545561776645414,Female,,Yes,Dance,San Jose California US,1970-09-26,,,1996
Sven-Ole Thorsen,1944-09-24,M,1.95,Danes,37.0,4.5451706509456855,Male,,,,Copenhagen Germanoccupied Denmark,1944-09-24,,5,1977
Conrad Goode,1962-01-19,M,1.956,,39.0,4.545018320645506,Male,college football,,Football,Columbia Missouri US,1962-01-09,,,1987
William Baldwin,1963-02-21,M,1.87,,25.0,4.544861806429375,Male,Binghamton University,,Football,Massapequa New York US,1963-02-21,,3,1989
Mercedes Ruehl,1948-02-28,F,1.778,,39.0,4.544631697673704,Female,College of New Rochelle BA Pacific Conservatory of the Performing Arts,Yes,,New York City US,1948-02-28,,2,1976
Jeremy Sisto,1974-10-06,M,1.867,,17.0,4.544315227897171,Male,,Yes,,Grass Valley California US,1974-10-06,,2,1991
Margaret Whitton,1950-11-30,F,1.62,,35.0,4.54410831302512,Female,,,Baseball,Fort Meade Maryland US1,1949-11-30,,,1965
Alice Evans,1971-08-02,F,1.727,,29.0,4.543756175304639,Female,,,,New Jersey US,,United KingdomUnited States1,2,1996
Jennifer Lim,1980,F,1.626,,25.0,4.543444588734382,,,,,,,,,
José Ferrer,1912-01-08,M,1.778,Puerto Ricans,71.0,4.543427218026766,Male,Princeton University 1933 BArch,Yes,,San Juan Puerto Rico,1912-01-08,,6,1935
Larry Hagman,1931-09-21,M,1.85,,49.0,4.543343455774638,Male,Bard College withdrawn,Yes,Dance,Fort Worth Texas US,1931-09-21,,2,1950
James Debello,1980-06-09,M,1.791,,19.0,4.543269184350564,,,,,,,,,
Eric Allan Kramer,1962-03-26,M,1.87,,31.0,4.542864012375671,Male,University of Alberta BFA,Yes,Football,Grand Rapids Michigan US,1962-03-26,,,1985
Alexandra Daddario,1986-03-16,F,1.73,Czech Americans,24.0,4.542133494455396,Female,,,,New York City US,1986-03-16,,1,2002
Lisa Gay Hamilton,1964-03-25,F,1.57,African Americans,33.0,4.542112136281287,Female,Carnegie Mellon UniversityNew York University BFAJuilliard School GrDip,Yes,,Los Angeles California US,,,,1985
Gretchen Mol,1972-11-08,F,1.676,,23.0,4.542054432822423,Female,,,,Deep River Connecticut US,1972-11-08,,2,1996
Joshua Dallas,1981-12-18,M,1.85,,29.0,4.541914740879424,Male,,Yes,,Louisville Kentucky US,1978-12-18,,2,2006
Ann Ryerson,1949-08-15,F,1.82,,30.0,4.541742601692195,,,,,,,,,
Sarah Holcomb,1958-09,F,1.68,,,4.541742601692195,Female,,,,,,,,1978
Ted Knight,1923-12-07,M,1.75,,56.0,4.541742601692195,Male,,Yes,,Terryville Connecticut US,1923-12-07,,3,1950
Henry Wilcoxon,1905-09-08,M,1.93,,74.0,4.541742601692195,Male,,Yes,Swimming,Roseau Dominica British West Indies,1905-09-08,,3,1926
Rob Morrow,1962-09-21,M,1.78,Jewish people,40.0,4.541718159414435,Male,,Yes,,New Rochelle New York US,1962-09-21,,1,1980
Terry Kinney,1954-01-29,M,1.82,,38.0,4.541629916483012,Male,Illinois State University,Yes,,Lincoln Illinois US,1954-01-29,,2,1974
Jeff Anderson,1970-04-21,M,1.82,,31.0,4.540941144580386,Male,,,,Connecticut United States,1970-04-21,,,1994
Tristan Wilds,1989-07-15,M,1.82,African Americans,16.0,4.540749690516401,Male,,Yes,,Staten Island,1989-07-15,,,2005
Shiri Appleby,1978-12-07,F,1.594,Israeli Americans,20.0,4.540615782656452,Female,,,Track,Los Angeles California US,1978-12-07,,2,1985
Frederic Forrest,1936-12-23,M,1.8,,46.0,4.540293817240492,Male,,,,Waxahachie Texas US,1936-12-23,,,1967
Michael Richards,1949-07-24,M,1.91,,35.0,4.540192092759307,,Los Angeles Valley CollegeCalifornia Institute of the ArtsEvergreen State College BA,,,Culver City California US1,1949-07-24,,2,1979
Judd Apatow,1967-12-06,M,1.74,American Jews,36.0,4.539996554137044,Male,University of Southern California,,,New York City US,1967-12-06,,,1985
Matthew Marsden,1973-03-03,M,1.89,,31.0,4.539983956374697,Male,National Youth Theatre,Yes,,West Bromwich West Midlands England2,,United KingdomUnited States,,1993
Maurice Lamarche,1958-03-30,M,1.82,,34.0,4.539738434193425,Male,,,,Toronto Ontario Canada,1958-03-30,,1,1977
Yancy Butler,1970-07-02,F,1.702,,23.0,4.5396668641767,Female,Sarah Lawrence College,Yes,Dance,New York City New York US,1970-07-02,,,1979
Stephanie March,1974-07-23,F,1.77,Dutch,28.0,4.539077115114769,Female,,,,Dallas Texas US,,,,1997
Elena Kolpachikova,1971-02-17,F,1.78,,39.0,4.538846171427311,,,,,,,,,
Heidi Montag,1986-09-15,F,1.65,,24.0,4.538846171427311,Female,,,,Crested Butte Colorado US,1986-09-15,,2,2004
Columbus Short,1982-09-19,M,1.78,African Americans,21.0,4.538646003493409,Male,,Yes,Dance,Kansas City Missouri US,1982-09-19,,4,2004
John Sharian,1992,M,1.77,,11.0,4.53853146306756,Male,Taft School Bristol Old Vic Theatre School,Yes,,London England,,,,1992
Claudia Schiffer,1970-08-25,F,1.8,Germans,24.0,4.538420588944876,Female,,,,Rheinberg North RhineWestphalia West Germany,1970-08-25,,3,1989
Marc Anthony,1968-09-16,M,1.7,,25.0,4.538358506121785,Male,Congressional Hispanic Caucus Institute,,Dance,New York City US,1968-09-16,,7,1988
Matt Adler,1966-12-08,M,1.71,,19.0,4.537995734815904,Male,,,,Los Angeles California US,1966-12-08,,,1984
Alyson Reed,1958-01-11,F,1.67,,27.0,4.5378494143210375,Female,,,Dance,,,,,1978
Oleg Taktarov,1967-08-26,M,1.83,,34.0,4.5374860477690655,Male,,,Martial arts,,1967-08-26,,,1989
James Carville,1944-10-25,M,1.87,Cajun,51.0,4.536890916348515,Male,Ascension Catholic High School,,, Georgia US,1944-10-25,,2,
Dmx,1970-12-18,M,1.803,African Americans,27.0,4.53534982695964,Male,,,Track,Mount Vernon New York US,1970-12-18,,15,1985
Jeff Foxworthy,1958-09-06,M,1.78,,46.0,4.5350674908651865,Male,,,,Atlanta,1958-09-06,,2,1982
Haley Bennett,1988-01-07,F,1.7,,19.0,4.53462467508212,Female,,,Track,Fort Myers Florida US,1988-01-07,,1,2007
Brooke Tansley,1978-04-26,F,1.62,,28.0,4.53462467508212,,,,,,,,,
Carla Gugino,1971-08-29,F,1.65,Italian Americans,17.0,4.534097446661722,Female,,Yes,Tennis,Sarasota Florida US,1971-08-29,,,1988
Ralph Richardson,1902-12-19,M,1.83,,78.0,4.533742048190713,Male,,,,,,,,
David Rappaport,1951-11-23,M,1.194,Jewish people,29.0,4.533742048190713,Male,,Yes,,London England,1951-11-23,,,1971
Alexa Havins,1980-11-16,F,1.57,,27.0,4.533561026865645,Female,,Yes,Dance,Artesia New Mexico US,1980-11-16,,4,2003
Tyler Posey,1991-10-18,M,1.78,Indigenous peoples of the Americas,8.0,4.533370786492451,Male,,Yes,,Santa Monica California US,1991-10-18,,,2000
Monica Keena,1979-05-25,F,1.55,,15.0,4.533154998823703,Female,,,Dance,New York City US,1979-05-28,,,1994
Michelle Morgan,1981-07-16,F,1.72,,26.0,4.533144319036676,,,,,,,,,
Shiloh Fernandez,1985-02-26,M,1.78,,23.0,4.533095920279991,Male,,,,,,,1,2005
Gina McKee,1961-04-14,F,1.73,,38.0,4.532916499650605,Female,East Durham College National Youth Theatre,Yes,,Peterlee County Durham England,1964-04-14,,,1979
Martin Landau,1928-06-20,M,1.854,American Jews,60.0,4.532829382882624,Male,Pratt Institute,Yes,,New York City US,1928-06-20,,,2017
Linus Roache,1964-02-01,M,1.778,English people,38.0,4.532236788924648,Male,Royal Central School of Speech and Drama,,,Manchester England,1964-02-01,,,1973
Francesca Neri,1964-02-10,F,1.68,,36.0,4.532092543165517,Female,,,,Trento Italy,1964-02-10,,1,1986
Ray Baker,1948-07-09,M,1.87,,37.0,4.53201167915818,,,,,,,,,
J. R. Bourne,1970-04-08,M,1.77,,31.0,4.531248981159857,Male,,,,Toronto Ontario Canada,1970-04-08,,,1994
Janine Turner,1962-12-06,F,1.68,,26.0,4.531140008693387,Female,,,Football,Lincoln Nebraska US,1962-12-06,,1,1980
Jenny Wade,1980-10-06,F,1.65,,25.0,4.530989083786885,Female,,,,Eugene Oregon US,1980-10-06,,1,1999
Victoria Smurfit,1974,F,1.715,Irish people,28.0,4.530513631540793,Female,,Yes,,Dublin Ireland,1974-03-31,,3,1995
Crystal Reed,1991-02-06,F,1.73,,19.0,4.53033938869508,Female,,Yes,Dance,Detroit Michigan US,1985-02-06,,,2010
Kel Mitchell,1978-08-25,M,1.8,African Americans,18.0,4.529458790649369,Male,,,Dance,Chicago Illinois US,1978-08-25,,4,1994
Enrique Iglesias,1976-05-08,M,1.9,Spanish people of Filipino ancestry,27.0,4.528761813944572,Male,Gulliver Preparatory SchoolUniversity of Miami,,Dance,Madrid Spain,1975-05-08,,3,1995
Randy Couture,1963-06-22,M,1.85,,44.0,4.528621076054427,Male,Oregon State University,,Martial arts, US,1963-06-22,,,1997
Nadia Townsend,1983,F,1.7526,,26.0,4.52858888062512,Female,,,,Sydney New South Wales Australia,1979-11-27,,,1999
Brett Robson,1976-01-07,M,1.75,,33.0,4.52858888062512,,,,,,,,,
Tamara Donnellan,,F,1.55,,,4.52858888062512,,,,,,,,,
Kim Wayans,1961-10-16,F,1.82,African Americans,25.0,4.528576382720596,Female,Wesleyan University,,Basketball,New York City New York US,1961-10-16,,,1982
Beth Riesgraf,1978-08-24,F,1.7,,29.0,4.528434781310113,Female,,,,Belle Plaine Minnesota US,1978-08-24,,1,2001
Jenna Dewan,1980-12-03,F,1.6,,25.0,4.5282711271159926,Female,University of Southern California,,Football,Hartford Connecticut US,1980-12-03,,3,1990
Sophie Rois,1961-06-01,F,1.68,Austrians,39.0,4.528226616685928,Female,,Yes,,Ottensheim Austria,1961-06-01,,,
Gabriel Thomson,1986-10-27,M,1.65,English people,14.0,4.528226616685928,Male,,Yes,,London England,1986-10-27,,,1995
Joe Nunez,,M,1.77,Hispanic and Latino Americans,,4.527217840691691,Male,,,,,,,,
Sir Richard Branson,1950-07-18,M,1.791,,53.0,4.526254008726111,,,,Ballet,Blackheath London England,1950-07-18,,3,1966
Valerie Leon,1943-11-12,F,1.8,,39.0,4.525390911875477,Female,,Yes,,Hampstead London England,1943-11-12,,2,1967
Joanne Whalley,1961-08-25,F,1.63,English people,26.0,4.525370836026408,Female,,,,Salford Lancashire England,1961-08-25,,2,1974
Jesse Williams,1981-08-05,M,1.87,African Americans,27.0,4.525206944342657,,,,,,,,,
Vanna Bonta,1958-04-03,F,1.65,,33.0,4.524424198871468,Female,,,,Clarksville Tennessee,1953-04-03,,,
Joseph Mazzello,1983-09-21,M,1.75,,8.0,4.523931089198734,Male,University of Southern California,,Dance,Rhinebeck New York US,1983-09-21,,,1990
Madison Riley,1990-03-16,F,1.75,,20.0,4.523346206854053,,,,,,,,,
Kate Vernon,1961-04-21,F,1.72,,24.0,4.523184902174969,Female,,,,Toronto Ontario Canada,,,1,1983
Steven Culp,1955-12-03,M,1.797,,37.0,4.522291348810042,Male,College of William and Mary BABrandeis University MFA,,,La Jolla San Diego California US,1955-12-03,,2,1982
Fabiana Udenio,1964-12-21,F,1.7,,25.0,4.522003025816088,Female,,Yes,,Buenos Aires Argentina,1964-12-21,,1,1978
Rachel Blanchard,1976-03-19,F,1.727,,22.0,4.521978638341135,Female,,,,Toronto Ontario Canada1,1976-03-19,,,1984
Torsten Voges,1961,M,2.06,,37.0,4.521964890873082,Male,,,,Germany,,,,
Miguel Sandoval,1951-11-16,M,1.75,,36.0,4.521689298233826,Male,,,,Washington DC United States,1951-11-16,,,1975
Musetta Vander,1963-05-26,F,1.727,,34.0,4.52167541164855,Female,Rand Afrikaans University BA,,,Durban South Africa,1963-05-26,,,1986
David Jensen,1947-12-30,M,1.78,,47.0,4.521519556172639,,,,,Victoria British Columbia Canada,1950-07-04,,3,1968
Caitlin Wachs,1989-03-15,F,1.676,,10.0,4.521319449068871,Female,,,,Eugene Oregon US,1989-03-15,,,1992
Jeff Kober,1953-12-18,M,1.79,,34.0,4.52026592362391,Male,,Yes,,Billings Montana US,1953-12-18,,1,1985
Muse Watson,1948-07-20,M,1.85,,47.0,4.5198216215690605,Male,Louisiana Tech UniversityBerea College,Yes,Dance,Alexandria Louisiana US1,1948-07-20,,1,
James Arnold Taylor,1969-07-22,M,1.62,,37.0,4.519810301073492,Male,,,,Santa Barbara California US,1969-07-22,,1,1995
Carlo Rota,1961-04-17,M,1.73,,47.0,4.519449041151976,Male,,,,London England,1961-04-17,,2,1992
Brad William Henke,1966-04-10,M,1.93,,39.0,4.519307915380944,Male,,,Football,Columbus Nebraska US,1966-04-10,,,1989
Keir Dullea,1936-05-30,M,1.829,,48.0,4.519062668118693,Male,Rutgers UniversitySan Francisco State UniversityNeighborhood Playhouse School of the Theatre,Yes,,Cleveland Ohio US,1936-05-30,,,1960
Gregory Hines,1946-02-14,M,1.82,African Americans,35.0,4.519009520090819,Male,,,Dance,New York City US,1946-02-14,,2,1948
Dudley Moore,1935-04-19,M,1.59,,46.0,4.51887078130479,Male,Magdalen College Oxford,,,Charing Cross London England,1935-04-19,,2,1961
Glenn Howerton,1976-04-13,M,1.78,,29.0,4.518793769884961,Male,Miami Dade CollegeJuilliard School BFA,,,Okinawa Japan,1976-04-13,,2,1996
Nana Gbewonyo,1980-12-11,M,1.96,Ghanaian Americans,24.0,4.518302127288339,,,,,,,,,
Adrienne Bailon,1983-10-24,F,1.499,Ecuadorian Americans,21.0,4.518302127288339,Female,,,,New York City US,1983-10-24,,1,1999
Steve Forrest,1924-09-29,M,1.905,,56.0,4.517631990453192,,,,,,,,,
Gwilym Lee,1983-11-24,M,1.88,,27.0,4.517584964135874,Male,Cardiff UniversityGuildhall School of Music and Drama,Yes,,Bristol England,1983-11-24,,,1997
Daniele Pecci,1970-05-23,M,1.89,,40.0,4.517584964135874,Male,,Yes,,Rome Lazio Italy,1970-05-23,,,1990
Salli Richardson,1967-11-23,F,1.626,,25.0,4.517197151191504,Female,,Yes,Tennis,Chicago Illinois US,1967-11-23,,2,1991
Miguel Pérez,1957-09-07,M,1.8,,43.0,4.516755063342684,,,,,,,,,
Christine Lakin,1979-01-25,F,1.55,,28.0,4.516530538327049,Female,,,,,1979-01-25,,,
Tyler Labine,1978-04-29,M,1.82,,22.0,4.516227945038165,Male,,,,Brampton Ontario Canada,1978-04-29,,,1991
Adam Storke,1962-08-18,M,1.778,,26.0,4.516180384568444,Male,,,,New York New York US,1962-08-18,,,
Gemma Ward,1987-11-03,F,1.78,,20.0,4.515770953167318,Female,,,,Perth Western Australia Australia,1987-11-03,,3,2003
Jsu Garcia,1963-10-06,M,1.85,,21.0,4.515628806168803,Male,,Yes,,New York City New York US,1963-10-06,,,1982
Audrey Tautou,1976-08-09,F,1.6,French,24.0,4.515545839493125,Female,Catholic University of Paris,,,Beaumont PuydeDôme France,1976-08-09,,,1996
Sondra Locke,1944-05-28,F,1.62,,36.0,4.5151940774742485,Female,Middle Tennessee State University,Yes,Basketball,Shelbyville Tennessee US,1944-05-28,,,1962
Chris Mulkey,1948-05-03,M,1.85,,34.0,4.5151685167873765,Male,,,,Viroqua Wisconsin US,1948-05-03,,,1975
Brian McCardie,1965-01-22,M,1.75,,30.0,4.515149395445279,Male,,Yes,,Glasgow Scotland,1965-01-22,,,1989
Mýa,1979-10-10,F,1.64,Italian Americans,23.0,4.515084644451797,Female,Eleanor Roosevelt High School,Yes,Ballet,Washington DC US,1979-10-10,,,1996
Maggie Lawson,1980-08-12,F,1.67,Irish Americans,18.0,4.514887852480668,Female,,Yes,,Louisville Kentucky US,1980-08-12,,,1996
André The Giant,1946-05-19,M,2.24,,38.0,4.514575786293487,,,,,Coulommiers,1946-05-19,,1,
Peter Ustinov,1921-04-16,M,1.82,,60.0,4.514568051798978,Male,Westminster School London Theatre Studio,Yes,Ballet,London England,1921-04-16,,4,1938
Colin Egglesfield,1973-02-09,M,1.83,Irish Americans,30.0,4.514563690370263,Male,,,Football,Farmington Hills Michigan US,,,,2000
Bob Saget,1956-05-17,M,1.93,Jewish people,41.0,4.514528257434677,Male,Temple University BA,,,Philadelphia Pennsylvania,1956-05-17,,3,1977
50 Cent,1975-07-06,M,1.829,African Americans,30.0,4.514281706971774,Male,,,,Queens New York City US,1975-07-06,,2,1996
Mike Bacarella,,M,1.78,,,4.514240145828021,,,,,,,,,
Ken Kercheval,1935-07-15,M,1.753,,72.0,4.514062465393681,Male,Indiana UniversityUniversity of the PacificNeighborhood Playhouse School of the Theatre,Yes,Dance,Wolcottville Indiana US,1935-07-15,,5,1962
Aaron Lustig,1956-09-17,M,1.73,,33.0,4.513780788883007,Male,,,,Rochester New York United States,1956-09-17,,,1984
Patrick Kilpatrick,1949-08-20,M,1.88,,40.0,4.513485064881312,Male,University of RichmondNew York University,,Baseball,Orange Virginia US,1949-08-20,,2,1985
Laura Mennell,1980-04-18,F,1.75,,21.0,4.513436513966527,Female,,Yes,,Surrey British Columbia Canada1,1980-04-18,,,1996
Kaitlin Cullum,1986-06-24,F,1.72,,13.0,4.513264169437441,,,,,,,,,
Robin Sachs,1951-02-05,M,1.82,,48.0,4.513264169437441,Male,Royal Academy of Dramatic Art,Yes,,Hammersmith London England,1951-02-05,,,1972
Anna Friel,1976-07-12,F,1.57,English people,22.0,4.512948489530179,Female,,Yes,,Rochdale England,1976-07-12,,1,1990
Sarah Paulson,1975-12-17,F,1.68,White people,23.0,4.512323140523866,Female,,,,Tampa Florida US,1974-12-17,,,1994
Mandi Sidhu,,F,1.74,Indians,,4.512295908592219,,,,,,,,,
Natalie Imbruglia,1975-02-04,F,1.62,Italian Australians,28.0,4.512200035512004,Female,,,,Sydney New South Wales Australia,1975-02-04,AustraliaUnited Kingdom,1,1991
Oliver Ford Davies,1939-08-12,M,1.8,English people,63.0,4.512200035512004,Male,,Yes,,Ealing Middlesex England,1939-08-12,,,1959
Trace Adkins,1962-01-13,M,1.981,,49.0,4.511749240704374,Male,,,Football,Sarepta Louisiana,1962-01-13,,,1987
Cindy Margolis,1965-10-01,F,1.715,Jewish people,31.0,4.51127370849906,Female,California State University Northridge,,,Los Angeles California US,1965-10-01,,3,
Burt Bacharach,1928-05-12,M,1.73,,68.0,4.51127370849906,Male,,,Dance,Kansas City Missouri,1928-05-12,,,1950
Anita Briem,1982-05-29,F,1.62,Icelanders,26.0,4.511215377315012,Female,Royal Academy of Dramatic Art 2004,,,Reykjavík Iceland,1982-05-29,,,2004
Jennifer Coolidge,1961-08-28,F,1.765,,37.0,4.510934338341096,Female,Emerson CollegeAmerican Academy of Dramatic Arts,,,Boston Massachusetts US,1961-08-28,,,1993
Estella Warren,1978-12-23,F,1.75,,22.0,4.510607750708562,Female,Silverthorn Collegiate Institute,,Swimming,Peterborough Ontario Canada,1978-12-23,,,1990
Mandy Moore,1984-04-10,F,1.765,Cherokee,17.0,4.510475575725343,Female,Bishop Moore High School,,,Nashua New Hampshire US,1984-04-10,,3,1993
Eliza Bennett,1992-03-17,F,1.63,,12.0,4.509994741030531,Female,,,,Reading Berkshire England,1992-03-17,,,2001
Alison Lohman,1979-09-18,F,1.575,Irish people,19.0,4.509282745570694,Female,,Yes,,Palm Springs California US,1979-09-18,,3,1988
Brandon Call,1976-11-17,M,1.78,,8.0,4.509125834591885,Male,,,,Torrance California US,1976-11-17,,1,1984
Leigh Taylor-Young,1945-01-25,F,1.75,,40.0,4.509125834591885,Female,,Yes,,Washington DC US,1945-01-25,,,1966
Bob Uecker,1935-01-26,M,1.85,,54.0,4.508958406916273,,,,Baseball,,,,,
Larry Hankin,1940-08-31,M,1.93,,45.0,4.508913992944086,Male,Syracuse University,,,New York City US,1937-12-07,,,1963
Oliver Davis,1993-05-24,M,1.68,,12.0,4.508774131033903,,,,,,,,,
Jonathan Jackson,1982-05-11,M,1.72,,16.0,4.508684971133333,,,,,,,,,
